id,title,description,category,status,result,voting_ends_at,resolution_deadline,resolution_criteria,resolution_sources,resolution_confidence,total_yes_votes,total_no_votes,total_pool,created_at,resolved_at
019b6364-b670-7aa8-a45c-a6a4c932b5c6,SA 30s temps + 40mph gusts tomorrow or TX cope szn?,Forecasters hyping a rare cold blast for San Antonio: 30s-40s F lows with 40mph wind gusts by Dec 29 AM. Does it deliver winter pain or classic Texas weather L?,weather,SETTLED,INVALID,2025-12-28 11:18:23.341+00,2025-12-28 17:18:23.341+00,"Resolves YES if San Antonio, TX records air temperatures of 30-49°F and wind gusts reaching 40 mph or higher at any point before 12pm local time on December 29, 2025, as reported by NOAA, Weather Underground, or AccuWeather official stations.","""[]""",100,0,0,0.00,2025-12-28 05:18:23.346865+00,2025-12-28 17:18:29.154+00
019b635f-2dff-7aa8-a45c-999ac8e94634,San Antonio 40mph gusts + freeze hits Dec29 or TX cope?,Forecasts screaming 30s-40s temps and brutal 40mph wind gusts slamming San Antonio by tomorrow morning - does the cold front deliver Lone Star pain or total whiff?,weather,SETTLED,YES,2025-12-29 05:12:20.733+00,2025-12-29 11:12:20.733+00,"Resolves YES if temperatures at San Antonio International Airport (KSAT) reach 30-49°F and wind gusts hit 40 mph or higher by 12pm CST on December 29, 2025, per official NOAA/NWS records.","""[]""",100,0,0,0.00,2025-12-28 05:12:20.739647+00,2025-12-29 11:12:29.216+00
019b6359-8a73-7aa8-a45c-940034435688,Tarique Rahman cuffed by Dec30 return or BNP walks free?,Exiled BNP leader Tarique Rahman just landed back in Bangladesh amid massive unrest - does he get slapped with charges in 72hrs or pull off the ultimate redemption?,politics,PROCESSING,,2025-12-30 05:06:11.186+00,2025-12-30 11:06:11.186+00,"Resolves YES if Tarique Rahman is arrested or faces formal charges in Bangladesh by December 30, 2025, as reported by Reuters, BBC, Al Jazeera, or AP News.",,,0,0,0.00,2025-12-28 05:06:11.190417+00,
019b6354-528a-7aa8-a45c-8f28b0be9fb1,Lynx 'Echoes' storms Hot100 Top10 tomorrow or flop era?,Lynx dropped 'Echoes' last Friday amid hype - will it crack Billboard Hot100 Top10 on tomorrow's chart update or signal her peak is cooked? Stans vs skeptics battle incoming.,music,PROCESSING,,2025-12-30 05:00:29.193+00,2025-12-30 11:00:29.193+00,"Resolves YES if the song 'Echoes' by Lynx enters the Top 10 (#1-#10) on the Billboard Hot 100 chart for the tracking week published around December 29, 2025, as shown on billboard.com.",,,0,0,0.00,2025-12-28 05:00:29.196172+00,
019b6354-3dd2-7aa8-a45c-7af1a189ff8d,Cosmic Drift $50M dom by Dec30 or total dud?,Sci-fi flick Cosmic Drift fighting for Q4 box office survival - smashes $50M domestic gross or bombs into oblivion?,movies,PROCESSING,,2025-12-30 05:00:23.886+00,2025-12-30 11:00:23.886+00,"Resolves YES if Cosmic Drift reaches $50 million or more in domestic box office by end of December 30, 2025, per Box Office Mojo.",,,0,0,0.00,2025-12-28 05:00:23.896449+00,
019b6354-3dd2-7aa8-a45c-83b2b161dd3b,Lynx 'Echoes' Hot100 top10 tomorrow or flop era?,Lynx dropping 'Echoes' Friday - cracks Billboard Hot100 top 10 on next chart or signals peak passed?,music,SETTLED,INVALID,2025-12-29 05:00:23.886+00,2025-12-29 11:00:23.886+00,"Resolves YES if Lynx's 'Echoes' debuts in the top 10 of the Billboard Hot 100 chart dated around December 29-30, 2025.","""[]""",100,0,0,0.00,2025-12-28 05:00:23.896449+00,2025-12-29 11:00:35.126+00
019b6354-3dd1-7aa8-a45c-5490af88edc1,Myanmar junta majority win by Dec30 or sham exposed?,Elections in civil war-torn Myanmar wrapping up - will the military-backed party get declared majority or does the world call fraud?,politics,PROCESSING,,2025-12-30 05:00:23.886+00,2025-12-30 11:00:23.886+00,"Resolves YES if a military-backed party is officially declared the majority winner in Myanmar legislative elections by December 30, 2025, per state media or international observers like Reuters.",,,0,0,0.00,2025-12-28 05:00:23.896449+00,
019b6354-3dd0-7aa8-a45c-4e91dadc8765,Tarique Rahman cuffed by Dec30 return or BNP walks?,Exiled BNP leader Tarique Rahman returns to Bangladesh today amid massive unrest - will cops slap cuffs on him within 72hrs or does he stroll free as boss?,politics,PROCESSING,,2025-12-30 05:00:23.886+00,2025-12-30 11:00:23.886+00,"Resolves YES if Tarique Rahman is arrested or faces formal charges in Bangladesh by December 30, 2025, as reported by Reuters, BBC, or Al Jazeera.",,,0,0,0.00,2025-12-28 05:00:23.896449+00,
019b6354-3dd1-7aa8-a45c-6c919fad1020,Burrow revenge MNF vs Chiefs or Mahomes owns?,Bengals-Chiefs MNF showdown: Joe Burrow back from injury for revenge or Patrick Mahomes dynasty rolls on?,sports,SETTLED,INVALID,2025-12-29 05:00:23.886+00,2025-12-29 11:00:23.886+00,"Resolves YES if Cincinnati Bengals defeat Kansas City Chiefs in their Monday Night Football game on or around December 29, 2025.","""[]""",100,0,0,0.00,2025-12-28 05:00:23.896449+00,2025-12-29 11:00:34.35+00
019b6354-3dd1-7aa8-a45c-5d7e3b6d7ce3,MN blizzard dumps chaos Dec29 or forecast cooked?,"Massive storm barreling into Minnesota - widespread blizzards and killer winds incoming, or just media hype?",weather,SETTLED,INVALID,2025-12-29 05:00:23.886+00,2025-12-29 11:00:23.886+00,"Resolves YES if Minnesota issues statewide blizzard warnings with reported dangerous winds (>35mph) and low visibility by December 29, 2025, per National Weather Service.","""[]""",100,0,0,0.00,2025-12-28 05:00:23.896449+00,2025-12-29 11:00:32.924+00
019b6354-3dd1-7aa8-a45c-63360cab5d55,San Antonio 40mph gusts + freeze Dec29 or TX cope?,Cold front slamming San Antonio with 30s-40s temps and 40mph winds by Monday AM - real winter or Lone Star mild?,weather,SETTLED,INVALID,2025-12-29 05:00:23.886+00,2025-12-29 11:00:23.886+00,"Resolves YES if San Antonio records temps in 30s-40s F and wind gusts >=40 mph by December 29, 2025 morning, per Weather Underground or NWS station data.","""[]""",100,0,0,0.00,2025-12-28 05:00:23.896449+00,2025-12-29 11:00:32.87+00
019b6354-3dd1-7aa8-a45c-778376536404,LeBron drops 30+ tonight or Father Time undefeated?,Lakers game tonight - aging GOAT LeBron James gonna ball out with 30+ pts or is Father Time finally cashing in?,sports,SETTLED,INVALID,2025-12-28 17:00:23.886+00,2025-12-28 23:00:23.886+00,"Resolves YES if LeBron James scores 30 or more points in the Los Angeles Lakers' game on December 28, 2025, per NBA.com stats.","""[]""",100,0,0,0.00,2025-12-28 05:00:23.896449+00,2025-12-28 23:00:30.227+00
019b634e-82a0-7aa8-a45c-4072033ddc04,Tarique Rahman cuffed by Dec30 return or BNP walks free?,Exiled BNP heavyweight Tarique Rahman returns to chaotic Bangladesh - will he get slapped with charges in 72hrs or kick off a comeback arc? High-stakes political theater unfolding now.,politics,PROCESSING,,2025-12-31 04:54:08.285+00,2025-12-31 10:54:08.285+00,"Resolves YES if Tarique Rahman is arrested or faces formal charges in Bangladesh within 72 hours of his return (by December 30, 2025), as reported by Reuters, BBC, AP, or Al Jazeera.",,,0,0,0.00,2025-12-28 04:54:08.292708+00,
019b6349-3d15-7aa8-a45c-3fa842ddd96f,Tarique Rahman cuffed by Dec30 return or BNP walks free?,"Exiled BNP leader Tarique Rahman returns to Bangladesh unrest - does the regime slap him with arrest/charges within 72hrs by Dec 30, or does he rally the opposition uncuffed?",politics,PROCESSING,,2025-12-30 04:48:22.802+00,2025-12-30 10:48:22.802+00,"Resolves YES if Tarique Rahman is arrested or faces formal criminal charges in Bangladesh by December 30, 2025, as reported by at least two major international news outlets (e.g., Reuters, BBC, AP, Al Jazeera).",,,0,0,0.00,2025-12-28 04:48:22.807925+00,
019b6343-9ea0-7aa8-a45c-33098738aea6,Tarique Rahman cuffed by Dec30 return or BNP boss walks free?,Exiled BNP leader Tarique Rahman returns to chaotic Bangladesh - instant arrest drama or does he dodge the cuffs and spark a comeback? Timeline's holding breath.,politics,SETTLED,INVALID,2025-12-28 10:42:14.558+00,2025-12-28 16:42:14.558+00,"Resolves YES if Tarique Rahman is arrested or faces formal charges in Bangladesh within 72 hours of his return, by December 30, 2025, as confirmed by Reuters, BBC, or AP News.","""[]""",100,0,0,0.00,2025-12-28 04:42:14.563698+00,2025-12-28 16:42:19.93+00
019b633e-1492-7aa8-a45c-2a44aeed9052,Tarique Rahman cuffed by Dec30 return or BNP boss walks?,Exiled BNP leader Tarique Rahman just landed back in Bangladesh amid massive unrest - instant arrest drama or does he stroll free like a king? High-stakes political theater unfolding.,politics,PROCESSING,,2025-12-30 04:36:11.535+00,2025-12-30 10:36:11.535+00,"Resolves YES if Tarique Rahman is arrested or faces formal charges in Bangladesh within 72 hours of his return, by December 30, 2025, as reported by major news outlets like BBC, Reuters, or Al Jazeera.",,,0,0,0.00,2025-12-28 04:36:11.54063+00,
019b6338-de2a-7aa8-a45b-ed3ea923db8f,Tarique Rahman cuffed by Dec30 or BNP boss walks?,Exiled BNP leader returns to Bangladesh amid unrest - instant arrest drama or power grab moment? Bet on if charges hit within 72hrs.,politics,SETTLED,INVALID,2025-12-28 10:30:29.928+00,2025-12-28 16:30:29.928+00,"Resolves YES if Tarique Rahman is arrested or faces formal charges in Bangladesh by December 30, 2025, as reported by Reuters, BBC, or AP.","""[]""",100,0,0,0.00,2025-12-28 04:30:29.938953+00,2025-12-28 16:30:35.197+00
019b6338-de2b-7aa8-a45c-1ea666e91f7f,Burrow revenge vs Chiefs MNF or Mahomes owns Cincy?,Bengals QB back for blood Monday night - 300+ yds or dynasty bully continues? NFL stakes high.,sports,SETTLED,INVALID,2025-12-28 08:30:29.928+00,2025-12-28 14:30:29.928+00,"Resolves YES if Joe Burrow throws for 300+ passing yards in Bengals vs Chiefs MNF game on or around Dec 29, 2025, per NFL.com official stats.","""[]""",100,0,0,0.00,2025-12-28 04:30:29.938953+00,2025-12-28 14:30:39.797+00
019b6338-de2b-7aa8-a45c-0c2f90f390c2,MN blizzard chaos hits Dec29 or forecast cooked?,Predicted widespread blizzards and killer winds incoming - real travel nightmare or Midwest cope?,weather,SETTLED,INVALID,2025-12-28 06:30:29.928+00,2025-12-28 12:30:29.928+00,"Resolves YES if Minnesota experiences widespread blizzard conditions and dangerous winds (as defined by NWS warnings) by December 29, 2025, per National Weather Service reports.","""[]""",100,0,0,0.00,2025-12-28 04:30:29.938953+00,2025-12-28 12:30:32.812+00
019b6338-de2a-7aa8-a45c-002f184505f3,Bolsonaro crew all house arrest by Dec30 or defiance szn?,10 coup-linked officials ordered locked down - full compliance or Bolsonaro resistance arc? Brazil drama peaks.,politics,SETTLED,INVALID,2025-12-28 08:30:29.928+00,2025-12-28 14:30:29.928+00,"Resolves YES if all 10 Bolsonaro-aligned officials comply with house arrest without incident by December 30, 2025, confirmed by Brazil Supreme Court statements or G1/Reuters.","""[]""",100,0,0,0.00,2025-12-28 04:30:29.938953+00,2025-12-28 14:30:38.455+00
019b6338-de2b-7aa8-a45c-177dadb087ba,San Antonio 40mph gusts + freeze tomorrow or mild W?,Cold front slamming TX - 30s-40s temps and 40mph winds by Monday AM or just hype? Spurs city braces.,weather,SETTLED,NO,2025-12-28 10:30:29.928+00,2025-12-28 16:30:29.928+00,"Resolves YES if San Antonio reaches temperatures in 30s-40s F with wind gusts up to 40 mph by December 29 morning, verified by NWS or Weather.com station data.","""[]""",100,0,0,0.00,2025-12-28 04:30:29.938953+00,2025-12-28 16:30:41.09+00
019b6338-de2a-7aa8-a45b-fdd19dec022c,Ivory Coast RHDP locks comfy majority by Dec30 or upset?,Legislative results dropping soon - ruling party steamroll or opposition pulls miracle? Africa politics heating up.,politics,SETTLED,INVALID,2025-12-28 10:30:29.928+00,2025-12-28 16:30:29.928+00,"Resolves YES if Ivory Coast's RHDP party secures a comfortable majority (over 50% seats) in legislative elections, results announced by December 30, 2025, via official sources or AFP/Reuters.","""[]""",100,0,0,0.00,2025-12-28 04:30:29.938953+00,2025-12-28 16:30:41.202+00
019b6338-de2a-7aa8-a45b-f220c8b585be,Myanmar junta declares majority win by Dec30 or sham exposed?,Civil war election called - will military puppets claim victory or does world call BS? High stakes for dictatorship vibes.,politics,SETTLED,INVALID,2025-12-28 08:30:29.928+00,2025-12-28 14:30:29.928+00,"Resolves YES if a military-backed party is declared the majority winner in Myanmar elections by December 30, 2025, per official announcements or major outlets like Reuters.","""[]""",100,0,0,0.00,2025-12-28 04:30:29.938953+00,2025-12-28 14:30:36.261+00
019b6338-de2b-7aa8-a45c-24af91b16b24,Lynx 'Echoes' cracks Hot100 top10 tomorrow or flop era?,New track dropping heat - does Lyrical Lynx storm charts or peak passed? Music timeline bets.,music,SETTLED,INVALID,2025-12-28 10:30:29.928+00,2025-12-28 16:30:29.928+00,"Resolves YES if Lynx's 'Echoes' debuts in Billboard Hot100 Top 10 by December 29, 2025, per official Billboard chart.","""[]""",100,0,0,0.00,2025-12-28 04:30:29.938953+00,2025-12-28 16:30:36.789+00
019b6338-b0a2-7aa8-a45b-e3f4f6b33b2c,San Antonio 30s temps + 40mph gusts tomorrow or TX cope?,"Cold snap barreling into Texas - will San Antonio actually hit those forecasted 30s-40s temps with 40mph wind gusts by Monday morning, or is it peak winter hype from the meteorologists?",weather,SETTLED,INVALID,2025-12-29 04:30:18.272+00,2025-12-29 10:30:18.272+00,"Resolves YES if San Antonio, Texas records temperatures in the 30s or 40s Fahrenheit and wind gusts of 40 mph or higher by morning of December 29, 2025, as reported by National Weather Service (NWS) official observations or Weather Underground station data.","""[]""",100,0,0,0.00,2025-12-28 04:30:18.278718+00,2025-12-29 10:30:25.061+00
019b6333-3edf-7aa8-a45b-dc00d887eabb,Tarique Rahman cuffed by Dec30 return or walks boss?,Exiled BNP leader Tarique Rahman lands back in Bangladesh chaos - arrested/charged within 72hrs or does he pull a main character escape?,politics,SETTLED,INVALID,2025-12-28 10:24:21.469+00,2025-12-28 16:24:21.469+00,"Resolves YES if Tarique Rahman is arrested or faces formal charges in Bangladesh by December 30, 2025 23:59 UTC, as reported by at least two major outlets like Reuters, BBC, or AP.","""[]""",100,0,0,0.00,2025-12-28 04:24:21.47407+00,2025-12-28 16:24:27.311+00
019b632d-bec2-7aa8-a45b-d5853f263af0,Cosmic Drift $50M dom by Dec30 or sci-fi dud?,Biggest sci-fi drop of the holidays - does Cosmic Drift explode at BO or crash and burn before NYE? Box office warriors assemble.,movies,LIVE,,2025-12-30 04:18:20.992+00,2025-12-30 10:18:20.992+00,"Resolves YES if the new sci-fi blockbuster 'Cosmic Drift' grosses over $50 million domestically by end of day December 30, 2025, according to Box Office Mojo.",,,0,0,0.00,2025-12-28 04:18:20.996937+00,
019b6328-12ac-7aa8-a45b-cef5a48f0103,Ace Thunder drops 30+ pts tomorrow or superstar cooked?,"Ace Thunder's in a spotlight game tomorrow - does the superstar erupt for 30+ points or prove the doubters right that he's washed? NBA fans, time to bet your takes.",sports,LIVE,,2025-12-30 04:12:09.258+00,2025-12-30 10:12:09.258+00,"Resolves YES if superstar player 'Ace Thunder' scores more than 30 points in his NBA game on December 29, 2025, according to official NBA box score statistics.",,,0,0,0.00,2025-12-28 04:12:09.263206+00,
019b6322-babc-7aa8-a45b-c286167b99c3,Dragon's Keep finale bangs 90% RT audience or mid?,Dragon's Keep season finale drops Dec 29 - does the audience crown it with 90%+ RT score or call it overhyped mid? Fan wars incoming.,tv,LIVE,,2025-12-30 04:06:19.067+00,2025-12-30 10:06:19.067+00,"Resolves YES if the season finale of 'Dragon's Keep' airing December 29, 2025, achieves a Rotten Tomatoes audience score of 90% or higher by end of day December 30, 2025, per RottenTomatoes.com.",,,0,0,0.00,2025-12-28 04:06:19.070655+00,
019b631d-4994-7aa8-a45b-964db35099ae,Dragon's Keep finale 90% RT audience or cooked?,Epic season finale drops Dec 29 - fan love or backlash meltdown incoming?,tv,SETTLED,INVALID,2025-12-29 04:00:22.418+00,2025-12-29 10:00:22.418+00,"Resolves YES if 'Dragon's Keep' season finale achieves a Rotten Tomatoes audience score of 90% or higher by end of day December 29, 2025.","""[]""",100,0,0,0.00,2025-12-28 04:00:22.426249+00,2025-12-29 10:00:28.547+00
019b631d-4994-7aa8-a45b-84c302fd3ea4,Ace Thunder 30+ pts Dec29 or superstar cooked?,Ace Thunder in primetime NBA matchup tomorrow - hero ball or bust after rough stretch?,sports,SETTLED,INVALID,2025-12-29 04:00:22.418+00,2025-12-29 10:00:22.418+00,"Resolves YES if Ace Thunder scores more than 30 points in his NBA game on December 29, 2025, per official NBA box score on NBA.com.","""[]""",100,0,0,0.00,2025-12-28 04:00:22.426249+00,2025-12-29 10:00:30.059+00
019b631d-4994-7aa8-a45b-9abeabfe94c8,BOS 75+ cancels Dec29 or winter storm cope szn?,Logan airport reeling from storm - mass groundings or back to normal?,weather,SETTLED,INVALID,2025-12-29 04:00:22.419+00,2025-12-29 10:00:22.419+00,"Resolves YES if Boston Logan International Airport (BOS) cancels more than 75 departing flights on December 29, 2025, due to winter storm effects, per FlightAware.","""[]""",100,0,0,0.00,2025-12-28 04:00:22.426249+00,2025-12-29 10:00:27.238+00
019b631d-4994-7aa8-a45b-b15c07c3f4fc,Cyber Age 2.0 before NYE PST or gamers mald?,Massive game update hyped - NYE drop or eternal delay rage?,gaming,PROCESSING,,2025-12-31 04:00:22.419+00,2025-12-31 10:00:22.419+00,"Resolves YES if GamezFlow officially releases the 'Cyber Age 2.0' update before 23:59 PM PST on December 31, 2025, per official patch notes on their site or Steam.",,,0,0,0.00,2025-12-28 04:00:22.426249+00,
019b631d-4994-7aa8-a45b-a8ca76264f30,Quantum foldable keynote bomb Dec30 or real W?,Tech giant's big reveal tomorrow - foldable phone era or hypefail?,tech,PROCESSING,,2025-12-30 04:00:22.419+00,2025-12-30 10:00:22.419+00,"Resolves YES if Quantum Systems Inc. officially announces a new foldable smartphone model during their keynote on December 30, 2025, per official press release or livestream.",,,0,0,0.00,2025-12-28 04:00:22.426249+00,
019b631d-4994-7aa8-a45b-a3904178de8f,Gordon Spicy new show drop on X Dec29 or retired fr?,Celeb chef teasing moves - bombshell announcement or eternal kitchen silence?,celebrities,SETTLED,INVALID,2025-12-29 04:00:22.419+00,2025-12-29 10:00:22.419+00,"Resolves YES if Gordon Spicy announces a new TV show or project on X by 23:59 UTC December 29, 2025, per his verified account.","""[]""",100,0,0,0.00,2025-12-28 04:00:22.426249+00,2025-12-29 10:00:30.269+00
019b631d-4994-7aa8-a45b-8ddf41495699,Cosmic Drift $50M domestic by Dec30 or total dud?,Sci-fi blockbuster hits theaters - opening weekend smash or critic-killer flop?,movies,PROCESSING,,2025-12-30 04:00:22.418+00,2025-12-30 10:00:22.418+00,"Resolves YES if 'Cosmic Drift' grosses over $50 million domestically by end of day December 30, 2025, per Box Office Mojo.",,,0,0,0.00,2025-12-28 04:00:22.426249+00,
019b631d-4995-7aa8-a45b-bed26f0d413b,Luna Nova 5+ X posts Dec29 or ghost szn?,Pop star's social streak - spam day or fan drought continues?,celebrities,SETTLED,INVALID,2025-12-29 04:00:22.419+00,2025-12-29 10:00:22.419+00,"Resolves YES if Luna Nova posts more than 5 times on her verified X account on December 29, 2025, countable via X profile.","""[]""",100,0,0,0.00,2025-12-28 04:00:22.426249+00,2025-12-29 10:00:34.288+00
019b631d-2de2-7aa8-a45b-7e0f57a9811c,Cosmic Drift $50M dom by Dec30 or Q4 flop szn?,Sci-fi blockbuster Cosmic Drift drops amid holiday hype - does it smash $50M domestic by 30th or join the bomb list for memes?,movies,PROCESSING,,2025-12-30 04:00:15.329+00,2025-12-30 10:00:15.329+00,"Resolves YES if 'Cosmic Drift' grosses over $50 million domestically by end of day December 30, 2025, according to Box Office Mojo or official studio reports.",,,0,0,0.00,2025-12-28 04:00:15.332648+00,
019b6317-adc3-7aa8-a45b-734efdc7a595,Ace Thunder drops 30+ tomorrow or superstar cooked?,NBA superstar Ace Thunder in the spotlight tomorrow - does he ball out for 30+ points or prove the doubters right that his prime is fading?,sports,SETTLED,INVALID,2025-12-29 03:54:14.849+00,2025-12-29 09:54:14.849+00,"Resolves YES if superstar player 'Ace Thunder' scores more than 30 points in his NBA game on December 29, 2025, according to official NBA box score statistics from NBA.com or ESPN.","""[]""",100,0,0,0.00,2025-12-28 03:54:14.853158+00,2025-12-29 09:54:21.452+00
019b6312-3f9a-7aa8-a45b-6be8c47bb95d,Cosmic Drift $50M domestic by 30th or total dud?,Sci-fi blockbuster 'Cosmic Drift' drops into holiday box office wars - will it smash $50M domestic by Dec 30 or prove the genre's cooked? Swipe if the hype lives up.,movies,PROCESSING,,2025-12-30 03:48:18.968+00,2025-12-30 09:48:18.968+00,"Resolves YES if 'Cosmic Drift' grosses over $50 million domestically by end of day December 30, 2025, per Box Office Mojo.",,,0,0,0.00,2025-12-28 03:48:18.973408+00,
019b630c-d88f-7aa8-a45b-409b8e69757e,Gridiron Gauntlet final: 7pt margin or blowout massacre?,Underdog vs dynasty vibes in the Dec 29 championship - nailbiter thriller with 7pts or less spread or total domination L? Swipe now before kickoff.,sports,SETTLED,INVALID,2025-12-28 09:42:24.908+00,2025-12-28 15:42:24.908+00,"Resolves YES if the margin of victory in 'The Gridiron Gauntlet' championship game on Sunday, December 29, 2025, is 7 points or less, per official league box score or ESPN report.","""[]""",100,0,0,0.00,2025-12-28 03:42:24.91502+00,2025-12-28 15:42:30.187+00
019b6307-70f7-7aa8-a45b-3c01bc27684c,Gordon Spicy drops new show on X today or retired fr?,Celeb chef Gordon Spicy teases big moves - announces new TV gig on X by EOD Dec29 or stays off the stove? Degens bet on kitchen king comeback.,celebrities,SETTLED,INVALID,2025-12-28 09:36:30.71+00,2025-12-28 15:36:30.71+00,"Resolves YES if celebrity chef 'Gordon Spicy' announces a new TV show or project on his official X (formerly Twitter) account by 11:59 PM GMT on December 29, 2025.","""[]""",100,0,0,0.00,2025-12-28 03:36:30.713483+00,2025-12-28 15:36:37.71+00
019b6301-d073-7aa8-a45a-6a2ea392c352,Cyber Age 2.0 drops by NYE or gamers mald?,GamezFlow teased the massive 'Cyber Age 2.0' update - will it land before midnight PST Dec 31 or leave the community seething?,gaming,PROCESSING,,2025-12-31 03:30:21.938+00,2025-12-31 09:30:21.938+00,"Resolves YES if 'GamezFlow' officially releases the 'Cyber Age 2.0' update before 11:59 PM PST on December 31, 2025, as announced on their official channels.",,,0,0,0.00,2025-12-28 03:30:21.946324+00,
019b6301-d073-7aa8-a45a-71f3a3bfcd42,Quantum foldable keynote bomb Dec30 or hypefail?,Quantum Systems Inc. keynote tomorrow - do they actually unveil a new foldable smartphone or is it another tech tease?,tech,PROCESSING,,2025-12-30 03:30:21.938+00,2025-12-30 09:30:21.938+00,"Resolves YES if 'Quantum Systems Inc.' officially announces a new foldable smartphone model during their keynote event on December 30, 2025, per their official press release or livestream.",,,0,0,0.00,2025-12-28 03:30:21.946324+00,
019b6301-d073-7aa8-a45a-7ae4b7ceab91,Luna Nova 5+ X posts Dec29 or fan ghost szn?,Pop star Luna Nova usually lurks but will she drop 5+ posts on X tomorrow or leave stans starving?,celebrities,SETTLED,INVALID,2025-12-29 03:30:21.938+00,2025-12-29 09:30:21.938+00,"Resolves YES if pop star 'Luna Nova' posts more than 5 times on X (formerly Twitter) on December 29, 2025, verifiable via her official account.","""[]""",100,0,0,0.00,2025-12-28 03:30:21.946324+00,2025-12-29 09:30:40.939+00
019b6301-d073-7aa8-a45a-64fac062c256,Cosmic Drift smashes $50M domestic by 30th or dud?,New sci-fi blockbuster 'Cosmic Drift' hits theaters - can it pull $50M+ domestically by EOD Dec 30 or is it DOA at the box office?,movies,PROCESSING,,2025-12-30 03:30:21.938+00,2025-12-30 09:30:21.938+00,"Resolves YES if 'Cosmic Drift' grosses over $50 million domestically by end of day December 30, 2025, per Box Office Mojo.",,,0,0,0.00,2025-12-28 03:30:21.946324+00,
019b6301-d073-7aa8-a45a-87348dde00ce,Ace Thunder 30+ pts Dec29 or superstar cooked?,NBA stud Ace Thunder in the spotlight tomorrow - drops 30+ or is the decline real?,sports,SETTLED,INVALID,2025-12-29 03:30:21.938+00,2025-12-29 09:30:21.938+00,"Resolves YES if superstar player 'Ace Thunder' scores more than 30 points in his NBA game on December 29, 2025, per official NBA stats.","""[]""",100,0,0,0.00,2025-12-28 03:30:21.946324+00,2025-12-29 09:30:31.773+00
019b6301-d073-7aa8-a45a-585434b89575,Dragon's Keep finale 90% RT audience or cooked?,Season finale drops Dec 29 - will fans propel it to 90%+ audience score on Rotten Tomatoes or has the hype train derailed?,tv,PROCESSING,,2025-12-30 03:30:21.938+00,2025-12-30 09:30:21.938+00,"Resolves YES if the Rotten Tomatoes audience score for the 'Dragon's Keep' season finale airing on December 29, 2025, reaches 90% or higher by end of day December 30, 2025.",,,0,0,0.00,2025-12-28 03:30:21.946324+00,
019b6301-d074-7aa8-a45a-8bb709f1a8e0,BOS 75+ cancels Dec29 or storm cope city?,Winter storm aftermath hits Logan - more than 75 departing flights canned tomorrow or travelers dodge bullet?,weather,SETTLED,INVALID,2025-12-29 03:30:21.938+00,2025-12-29 09:30:21.938+00,"Resolves YES if Boston Logan International Airport (BOS) cancels more than 75 departing flights on December 29, 2025, due to winter storm effects, per FlightAware or official airport data.","""[]""",100,0,0,0.00,2025-12-28 03:30:21.946324+00,2025-12-29 09:30:31.343+00
019b6301-d074-7aa8-a45a-97776e8e3227,#RetroGamingRevival trends global X by 30th?,Retro gaming buzz building - does #RetroGamingRevival hit global trends on X by Dec 30 or stays niche?,viral,LIVE,,2025-12-30 03:30:21.938+00,2025-12-30 09:30:21.938+00,"Resolves YES if the hashtag #RetroGamingRevival trends globally on X (formerly Twitter) by end of day December 30, 2025, per X trends data.",,,0,0,0.00,2025-12-28 03:30:21.946324+00,
019b6301-b6bf-7aa8-a45a-55c3518bb9c1,Cyber Age 2.0 drops before NYE PST or GamezFlow cooked?,"Gamers foaming at the mouth - will GamezFlow finally ship the hyped Cyber Age 2.0 update before midnight PST Dec 31, or serve another delay L?",gaming,PROCESSING,,2026-01-01 03:30:15.357+00,2026-01-01 09:30:15.357+00,"Resolves YES if GamezFlow officially releases the 'Cyber Age 2.0' update before 11:59 PM PST on December 31, 2025, confirmed by their official website, app store pages (Google Play/Apple App Store), or verified social channels.",,,0,0,0.00,2025-12-28 03:30:15.365924+00,
019b62fc-217f-7aa8-a459-a83287ddf632,Dragon's Keep finale 90% RT audience or cooked?,Szn finale drops Dec 29 - does it deliver god-tier vibes for fans or has the dragon lore finally jumped shark? Stans vs haters incoming.,tv,LIVE,,2025-12-30 03:24:09.468+00,2025-12-30 09:24:09.468+00,"Resolves YES if the Rotten Tomatoes audience score for the 'Dragon's Keep' season finale aired on December 29, 2025, reaches 90% or higher by end of day December 30, 2025, verified directly on RottenTomatoes.com.",,,1,1,0.50,2025-12-28 03:24:09.475316+00,
019b62f6-a62d-7aa8-a459-a2ab47cddd92,Ace Thunder 30+ pts tomorrow or superstar cooked?,"NBA superstar Ace Thunder in the spotlight tomorrow - does he drop 30+ or is Father Time lowkey winning? Degens, time to bet on the main character arc.",sports,SETTLED,INVALID,2025-12-29 03:18:10.22+00,2025-12-29 09:18:10.22+00,"Resolves YES if superstar player 'Ace Thunder' scores more than 30 points in his NBA game on December 29, 2025, according to official NBA box score statistics.","""[]""",100,0,2,1.00,2025-12-28 03:18:10.223331+00,2025-12-29 09:18:20.234+00
019b62f1-2f93-7aa8-a459-9c4b51e0d5af,LeBron drops 30+ tonight or Father Time undefeated?,"Lakers tip off soon - King James chasing another 30-burger in his endless GOAT chase, or does age finally clip his wings fr?",sports,SETTLED,INVALID,2025-12-28 07:12:12.177+00,2025-12-28 13:12:12.177+00,"Resolves YES if LeBron James scores 30 or more points in the Los Angeles Lakers' NBA game on December 28, 2025, per official stats on NBA.com or ESPN.","""[]""",100,1,0,0.50,2025-12-28 03:12:12.182588+00,2025-12-28 13:12:23.149+00
